116.0226441,40.02736193,beijing
116.0326255,40.02754179,beijing
116.0426291,40.02764983,beijing
116.0526614,40.02766342,beijing
116.0627202,40.02758502,beijing
116.0727956,40.02744181,beijing
116.0828721,40.02727638,beijing
116.0929326,40.02713739,beijing
116.1029628,40.02706438,beijing
116.112956,40.02707866,beijing
116.1229128,40.02717672,beijing
116.1328438,40.02733177,beijing
116.142764,40.0275008,beijing
116.1526905,40.02763667,beijing
116.1626382,40.02770039,beijing
116.1726154,40.02767108,beijing
116.1826216,40.02755298,beijing
116.1926489,40.02737317,beijing
116.2026834,40.02717538,beijing
116.2127096,40.02700855,beijing
116.222715,40.02691306,beijing
116.2326924,40.02691136,beijing
116.2426435,40.02700112,beijing
116.2525778,40.02715662,beijing
116.2625104,40.02733515,beijing
116.2724581,40.0274885,beijing
116.2824349,40.02757607,beijing
116.2924475,40.02757531,beijing
116.3024952,40.02748877,beijing
116.3125678,40.02734214,beijing
116.3226501,40.02717855,beijing
116.3327238,40.02704607,beijing
116.3427746,40.02698407,beijing
116.3527936,40.02701411,beijing
116.3627808,40.02713239,beijing
116.3727446,40.02731087,beijing
116.3826992,40.02750533,beijing
116.3926605,40.02766668,beijing
116.4026411,40.02775398,beijing
116.4126488,40.02774532,beijing
116.4226809,40.02764375,beijing
116.432729,40.02747629,beijing
116.4427774,40.02728607,beijing
116.45281,40.02712151,beijing
116.4628137,40.0270229,beijing
116.4727811,40.02701207,beijing
116.4827147,40.0270865,beijing
116.4926244,40.02722022,beijing
116.5025254,40.02737116,beijing
116.5124354,40.02749228,beijing
116.5223696,40.02754426,beijing
116.5323362,40.02750639,beijing
116.5423353,40.02738132,beijing
116.5523595,40.02719604,beijing
116.5623943,40.02699375,beijing
116.5724246,40.02682303,beijing
116.5824365,40.02672515,beijing
116.5924227,40.0267228,beijing
116.6023845,40.0268141,beijing
116.6123302,40.02697377,beijing
116.6222749,40.0271578,beijing
116.6322346,40.02731814,beijing
116.6422229,40.02741279,beijing
116.6522468,40.02741882,beijing
116.6623048,40.02733723,beijing
116.6723868,40.027194,beijing
116.6824772,40.02703125,beijing
116.692558,40.02689787,beijing
116.702614,40.02683366,beijing
116.712637,40.02686033,beijing
116.7226266,40.02697471,beijing
116.732591,40.02714924,beijing
116.7425454,40.02733974,beijing
116.7525053,40.02749747,beijing
116.7624844,40.02758092,beijing
116.7724905,40.02756884,beijing
116.7825224,40.02746387,beijing
116.7925712,40.02729329,beijing
116.8026226,40.02710048,beijing
116.8126604,40.02693432,beijing
116.8226718,40.0268358,beijing
116.8326503,40.02682779,beijing
116.8425975,40.02690791,beijing
116.8525235,40.02705086,beijing
116.8624442,40.02721415,beijing
116.8723769,40.02735026,beijing
116.8823367,40.02741963,beijing
116.8923319,40.02740005,beijing
116.9023624,40.0272949,beijing
116.9124198,40.02713066,beijing
116.9224898,40.02695054,beijing
116.9325559,40.02680408,beijing
116.9426038,40.02673157,beijing
116.9526255,40.02675599,beijing
116.9626221,40.02687411,beijing
116.9726014,40.02705925,beijing
116.9825784,40.02726678,beijing
116.9925683,40.02744672,beijing
117.002585,40.02755759,beijing
116.0226362,40.0373593,beijing
116.0326176,40.03753915,beijing
116.0426211,40.03764718,beijing
116.0526532,40.03766076,beijing
116.0627123,40.03758235,beijing
116.0727877,40.03743913,beijing
116.0828642,40.03727371,beijing
116.0929247,40.03713473,beijing
116.1029549,40.03706173,beijing
116.1129478,40.03707602,beijing
116.1229049,40.03717382,beijing
116.1328359,40.03732888,beijing
116.1427561,40.03749818,beijing
116.1526826,40.03763404,beijing
116.1626303,40.03769774,beijing
116.1726072,40.03766843,beijing
116.1826136,40.03755004,beijing
116.192641,40.0373705,beijing
116.2026755,40.03717271,beijing
116.2127017,40.03700588,beijing
116.2227071,40.0369104,beijing
116.2326843,40.03690872,beijing
116.2426354,40.03699849,beijing
116.2525696,40.03715399,beijing
116.2625024,40.03733252,beijing
116.2724501,40.03748586,beijing
116.2824267,40.03757315,beijing
116.2924396,40.03757265,beijing
116.3024872,40.0374861,beijing
116.3125599,40.03733947,beijing
116.3226419,40.03717589,beijing
116.3327159,40.03704314,beijing
116.3427665,40.03698143,beijing
